time,CLMcom.CERFACS-CNRM-CM5.CCLM4-8-17.r1i1p1.rcp45,CLMcom.EC-EARTH.CCLM4-8-17.r12i1p1.rcp26,CLMcom.EC-EARTH.CCLM4-8-17.r12i1p1.rcp45,CLMcom.MIROC5.CCLM4-8-17.r1i1p1.rcp26,CLMcom.M-MPI-ESM-LR.CCLM4-8-17.r1i1p1.rcp45,CLMcom.M-MPI-ESM-LR.CCLM4-8-17.r1i1p1.rcp85,DMI.CERFACS-CNRM-CM5.HIRHAM5.r1i1p1.rcp85,DMI.EC-EARTH.HIRHAM5.r12i1p1.rcp85,DMI.NorESM1-M.HIRHAM5.r1i1p1.rcp85,GERICS.EC-EARTH.REMO2015.r12i1p1.rcp26,GERICS.IPSL-CM5A-LR.REMO2015.r1i1p1.rcp26,GERICS.NorESM1-M.REMO2015.r1i1p1.rcp85,GERICS.GFDL-GFDL-ESM2G.REMO2015.r1i1p1.rcp26,KNMI.CERFACS-CNRM-CM5.RACMO22E.r1i1p1.rcp26,KNMI.EC-EARTH.RACMO22E.r12i1p1.rcp26,KNMI.EC-EARTH.RACMO22E.r12i1p1.rcp45,KNMI.EC-EARTH.RACMO22E.r12i1p1.rcp85,KNMI.EC-EARTH.RACMO22E.r1i1p1.rcp85,KNMI.EC-EARTH.RACMO22E.r3i1p1.rcp85,MPI-CSC.M-MPI-ESM-LR.REMO2009.r1i1p1.rcp26,MPI-CSC.M-MPI-ESM-LR.REMO2009.r2i1p1.rcp26,MPI-CSC.M-MPI-ESM-LR.REMO2009.r1i1p1.rcp45,MPI-CSC.M-MPI-ESM-LR.REMO2009.r2i1p1.rcp45,MPI-CSC.M-MPI-ESM-LR.REMO2009.r1i1p1.rcp85
2006-11-30,5.62065011203789,16.10409407742224,16.789075234934973,,1.15400382830897,7.406558274748749,2.781095753780484,1.4454086886380528,2.9045941376743127,2.3787121282634502,1.9326181903844812,2.0752531674687464,5.25216147470278,3.8852455572313063,8.13711825714112,13.354290851679846,7.732257917632256,11.29023837655784,7.686201135101472,2.079941429462483,4.1550152524218555,,4.962721287145349,
2006-12-31,13.676999021731497,7.681744362371925,11.130493497644391,4.297619131637612,1.016785397463115,8.222467033554256,4.805476994257997,4.868724573408908,1.870184832473684,3.597767800472943,1.8760860337856888,6.1709190776793275,5.143774285062311,9.985895795665126,4.306902373340577,5.669423473820881,20.09173697057642,4.33821489789804,4.962598065250164,1.8077500933347035,0.6365067937100348,5.481702294058732,4.428178782499777,1.7142018304459536
2007-01-31,,6.287101257684487,,6.367589127421709,5.25688906001576,12.915473479066506,4.056636771732402,4.403099182347893,1.0863964077214066,3.510634097821585,0.9241945425784139,5.607723786280364,,8.958841779409415,7.685543575195971,2.407039670902656,12.155366443474584,8.233169611496317,1.614878252629627,8.51344700377129,1.0377346482840206,6.459732028182018,3.089869481448358,4.997437430420751
2007-02-28,,2.4991772561932764,6.458990800739207,11.813424114905697,3.7834647511537516,5.67124575300489,5.562026928464784,1.7589364092475477,4.846501586428249,1.1845902262414958,1.0369708047833615,4.7777275302937054,6.813991766492255,,3.0816343146042,4.138647602137363,7.086808083653268,7.748420379152774,1.2909569578954585,5.962736753627819,1.5220435014619984,9.873753946444683,5.870473136094186,3.7446515204381416
2007-03-31,4.978523097668107,7.0034358327089326,6.786885504154322,5.886356628606183,5.6474992874634244,6.214689688612179,3.9703803733941685,7.6685111853768415,4.581069101908202,3.9688572150437147,1.8300052345509457,9.251888601122747,2.7550119596958114,5.391745692768739,10.935865333842496,7.929059925117812,15.256378809144103,11.071967241753384,5.1664924431431585,9.038861749404235,1.2408487064269789,9.189520386429376,5.672845426642144,2.7799390579680368
2007-04-30,5.538278604544955,4.4463048363308095,3.8995668799110796,1.8513030842474745,3.859035272028536,2.5933606839167576,6.728295968108765,3.9659420741395515,2.2515017237072996,9.244515060727668,2.8861161679344107,4.007654512365383,1.090621329935823,8.997251147545564,7.621589770261515,16.574999316392006,4.021994786951746,0.949098693995831,9.703310963682473,5.594648724921493,1.7789423231976906,5.7890796021142386,3.518191083492892,3.6633091431411904
2007-05-31,5.31661082958764,10.52248577717509,7.375234704107781,11.339964165366558,18.568915118895053,4.925636712120085,1.8093160709544138,4.786196016467734,16.510502271646324,3.5476437798357434,2.4327662008729525,3.447327521900891,3.3488266005580254,6.159674029532063,5.324359683794549,4.600109952813495,2.1166757806205974,10.954760917214855,6.432973170832039,5.157159649989496,0.5271290289391272,3.0733637046889326,7.994872851330505,1.1173226675595278
2007-06-30,8.361226007676816,7.210859415899485,8.044578364070329,3.726250088773936,1.8536689411336833,9.570235361235657,1.5715242836997507,8.842957751527342,3.8385918176169236,3.1551376641896,0.24445460315469766,1.1872600270397125,1.412265361317522,5.032361096561438,11.987194978235376,5.548884903770677,10.090757515081627,1.286848703417017,2.83201305527383,4.102467209984738,3.290219798461033,1.0271748970701018,7.4592272027716096,1.3433856963678144
2007-07-31,4.2643997364498825,4.281475606364703,10.661115894968981,2.149137521081995,4.012019815218515,9.739775053336258,5.237359700740552,3.417422413474063,4.569344060793285,5.618527004084818,0.3995526389001668,6.990448076858094,1.8268275157675162,6.497083745624463,1.206128940552044,19.49334497991739,9.238484710747883,5.522764976360263,3.7479875135278373,3.094912461311371,2.9485168581819696,0.787168587623851,2.055089379555679,2.198831046782689
2007-08-31,9.743363729250856,3.1212323643836277,22.038157605445612,0.5507807917853275,14.635086537859763,9.989970208948053,2.646631070221402,2.588520828708587,16.206526481237645,13.299852491844828,6.490461816447439,1.574781369935252,1.038371425391193,20.897622625800203,3.4491318952556007,4.465568897268671,4.316424828965459,7.284082784661504,1.0827515731142139,4.547562596153009,2.659210695244411,1.432771812582802,2.2008844394140117,0.600457639687454
2007-09-30,6.800338164837061,13.874020181188724,1.6716838990435592,0.8760353474127056,4.758706476846346,6.875455957507162,5.7373340103893105,4.2812038949817,12.396402893046314,10.352626268301517,6.418462782812444,1.6385938260844342,3.8843038333269044,6.965851615219401,4.954904030895433,6.477101112050317,5.650860662802433,21.773443988975906,6.991096533669719,4.604300642909838,10.221682227240631,7.783108845267701,4.7960030395720965,1.3691760506384885
2007-10-31,5.1464833014776445,4.318180065668309,12.480126216164289,0.6138169819768526,6.851245647761006,1.8947930105135509,1.3792560004341334,5.392575892561464,4.893120241946997,3.8082127633674094,3.805431293131461,2.8505353933539226,1.0675836133258456,1.427024370617012,10.264584008637737,17.90366360980098,2.9449734926568825,16.432047135078726,6.165591965739191,1.6404079453706095,1.915391548530832,5.525512270983087,3.2923594593826975,0.5271068459068569
2007-11-30,1.505638378173285,14.594136781238134,6.016382373223067,1.2481146840017585,3.765162292119748,0.9185842349993987,16.542577847631083,5.953719525422592,3.007410530351748,12.703742268560248,6.3929128029425,2.9734450940146036,1.6527892801326307,1.3100692491911605,13.918754947605779,8.309141903192726,8.806534273394146,1.2927473082615428,13.363492184532946,7.555052117066716,,3.032467173896132,,0.7026823206963828
2007-12-31,3.094789637756018,36.04361940318329,11.04933758147429,5.043887530930447,3.602112734878772,5.811108717857451,2.2899994240643853,2.7207068222457282,,30.279576458359514,,1.6333830007056114,7.366159207618761,5.684980937268097,36.10297432472411,6.301801829398417,6.399760429597535,15.406863899552718,4.6264009017329135,4.92603632710414,3.089790440768186,4.888956811316522,4.7166753716158665,2.8275965014818825
2008-01-31,1.9117941786442536,14.801513634804994,3.0845836870220698,5.274197818617197,5.6649000367131315,7.634486381179578,2.5541077328297996,2.594770569981425,5.0214016008416955,3.1027985487783267,3.221170878686628,2.90229379900269,5.345732458802056,7.883453404559577,11.211503956947478,3.2277873086667714,3.53114454904643,5.970138612399218,3.636286530085868,9.354328633586698,6.506353277987653,0.8299429865132936,8.696954074716965,3.255438868080395
2008-02-29,6.027805609235731,6.772773293255176,7.08575172158968,4.57198730090004,3.206797000995936,5.758430219582896,6.288127721720723,2.5562172606722022,8.809121586788955,4.4628826558875705,6.4024281665415135,5.535512104436279,3.9926715922559715,5.97064654481005,2.356853924296564,6.090951123508239,7.032732334343459,5.246678171823364,,5.1320050664439405,7.619586610729341,0.9940942101308454,3.038244014661858,9.484421009989216
2008-03-31,9.245463295822418,3.934620744094569,12.218976325342597,8.28822576808729,7.206014646392332,4.774669080613334,4.070718823919693,1.9297212152245704,6.554665538402185,3.4014884580523104,6.139472199410934,4.854363358758895,6.180275780701535,13.626538944274618,4.27201266293342,9.772398719780387,3.5338497864876643,5.997694852379932,6.043944244221894,4.716281337450123,2.0193330475954676,3.5813626567766272,9.501905607427684,2.95970897714035
2008-04-30,3.8099788775237733,4.926480282291064,5.868104827812864,12.487297192845002,8.904000708849521,4.603954814553418,2.536107726394703,5.0319950049274285,3.4818862033603084,2.7238068074462083,4.532947396885775,4.165252636779308,4.260566190840517,5.42482240129896,8.679533047703146,5.878629244514924,6.595484851802765,5.179072013163925,2.5039771692401733,3.980319269529347,5.531622995894992,5.797055310944723,5.170148711992528,3.4936927295745424
2008-05-31,4.840508928391825,5.281191129137512,5.332792935353849,4.7589325800553794,5.920187804704755,6.896607274133064,5.595088301989307,4.694848312915546,0.8935425419173788,2.3263695860401556,9.063507236818362,0.7269552824766938,5.7378596456424065,5.54902832026079,2.521962778775465,7.262238628421947,1.7243315805084156,13.593265930278067,3.950619627451199,4.854330294278926,1.0281596927279915,1.3797784925218206,1.3847616820313635,2.07583703393544
2008-06-30,9.840466516606362,1.752046755230885,6.937094179484354,2.351689776971094,10.305295223623208,2.479704824442506,3.944031477789302,4.410261115710753,1.0836399839780453,2.6240486420452647,12.86027505773034,0.5465116840260167,3.223674324685682,5.449147348061011,6.266299346617903,26.212667550926426,2.8214025006998673,15.835398192371338,4.093636529088396,1.4719639361215568,1.6862601061926343,1.271349040491361,2.4820069028676954,1.0583322708902925
2008-07-31,1.998479766214174,2.3027296865825213,3.013011273750916,11.66940617427026,8.230235852736275,3.065057387786553,2.0410910688604815,4.528538855196098,3.1266273081237643,0.9697777425838551,4.143282007464217,2.750607650966072,1.550192511361065,8.94991580938961,6.102387841682331,7.191751743894514,3.1857095655525742,7.711171501569229,2.5317896458296336,4.051459334644793,7.831081593429907,10.90926198476283,4.200482600922721,0.4996327284903765
2008-08-31,5.784944661670247,4.870958863442062,5.290715836661065,2.771756092578886,6.357899862804759,6.507028039229849,3.7297433403791764,6.008434752310924,6.571139012523628,1.5261041728738192,17.109581485287915,9.62389786762198,1.708285692093273,10.353118072708677,5.3517382441286685,5.512840552288956,4.251488167024162,3.244763539323629,18.530844961467718,1.9752402236702031,16.492250813538487,5.838180823217783,3.740664994614898,0.3225973509173218
2008-09-30,10.10741065336176,13.295962342070776,25.22032815712086,11.612685450557148,4.204109114611115,3.211117879412284,5.583884501912078,7.259175132405687,3.516030229203809,6.133958408987699,9.7929472172244,6.516811555322395,1.3906543958814708,4.794728603094283,10.226365369027096,8.396596260971505,3.116966446750213,4.668846807084695,4.877207830809436,1.8166978895112862,6.882444349482759,9.598546916924818,9.093640421360808,2.169677724970155
2008-10-31,7.149509040230743,2.2792010873314537,3.501593985327368,7.560459889057759,5.944438491898459,2.2678931058885294,3.111201588972296,1.160093946630946,3.7494520140543517,5.5822062812528435,3.030209163210612,1.407336008984215,1.0325929013637944,6.517038846619622,5.883748668672701,3.2440161407540087,4.159842818715977,9.701764300370424,1.6364803658895088,1.2057770995402528,8.996427231067123,4.1556854335814775,1.9589876652882614,4.013263218136243
2008-11-30,4.2125222599348024,,8.331054455813167,15.242841130554126,2.9480968825835685,1.3581898924647868,7.098391210506589,0.8661079297527954,9.96684568713039,2.406115981570512,6.1661247064201845,,2.30310548914601,8.707975041416695,4.544999758064694,1.6334669277733527,2.3759725756732704,4.534596808233921,8.948060184373222,1.540947323282847,5.129606825995059,1.407726564363678,,5.578643779959141
2008-12-31,2.01211768827359,1.707643868514389,,6.894357617082944,1.6348132689385362,2.2597301272180594,7.427175487951834,2.0935881643869307,7.174251349956315,2.1805165376499636,9.037133900301,3.7954043034165634,2.4909231795451796,8.645090299014118,9.01700588778348,2.3297786367465982,2.6563667711125456,5.1031684622727305,14.593436305623209,4.130300656005946,3.155661936336581,23.83361847329641,5.0604168565278975,2.576277606127888
2009-01-31,,11.382943964536985,9.20524464426595,4.239620210935202,5.224374308199268,5.854850622236389,2.0823483354702814,6.075362441736674,9.478399571880919,6.760859627781363,2.4355365266237206,5.494120245423937,1.9683738243869482,6.006985144175001,10.867584468377483,3.6022863442696704,6.115022039624856,3.492417157562409,5.293751997432061,1.4199711925813538,7.170207283181375,7.0850679531824685,8.928158484820052,2.424898411519533
2009-02-28,4.386410518034537,5.1540467708324424,17.46149727241976,16.98005486028548,,4.796525725341928,9.88303888638491,2.2374749064952146,12.704727392004768,2.7922910253837046,6.272675917711521,4.160778649787505,3.8970537343625162,7.151304077524283,5.3568036361897295,7.34816666696055,1.7006778835428853,,5.105903191186955,2.0806069474901108,3.662944372983244,1.2272818039175077,7.579022075757065,1.0570868760242567
2009-03-31,5.874193236020217,14.488745389843855,6.091602108070053,8.653924422511247,4.391232102059007,7.363714446458482,4.466326755856259,5.207852350231804,3.835660476558494,7.088732109300527,4.708145672307962,5.964445498875925,2.5438045961605034,8.00703005105786,3.6707779435473116,7.4193043308291475,5.442955304026321,5.050320781287407,3.032962983931255,3.4232030060742518,3.668288013631323,3.648342147610235,4.886693235248064,3.465381597050553
2009-04-30,4.064230743690122,4.59637207778184,1.9419171709262637,13.962683536611928,4.308943767593619,5.018305344397657,5.604785464159685,3.5199000253008284,7.383436913023362,0.8485301104112746,3.3253957683897815,5.8845228693485625,4.184501177672069,6.966495370996949,4.319449015360659,3.6199879625841707,3.8241770481375648,6.379314341281133,2.1847523604062915,2.443330074565055,3.7011490704047487,4.1349696823399595,4.300021794914728,2.2539828208793775
2009-05-31,6.615665429493458,2.825597699847111,3.603681576731497,2.2384955402259643,1.8595734665025607,2.885324078589849,7.091721488765992,8.48527225249541,1.8167727910326916,2.542774831141706,2.977181467401171,3.7129778267248166,3.0508459698086403,2.6058009247692744,5.954240400387439,3.5738986337822305,1.2103928201200163,2.9252240067638784,1.8057813627152908,2.5394645564088454,3.3712283089804402,24.68191507478631,2.084790053658123,1.4959970924117418
2009-06-30,1.2963337229673493,9.17400318939295,11.538035511244708,9.079593717777083,4.021107482819157,3.750082589002856,4.38878601216412,2.419487492776979,3.185435512947559,1.3180925970757205,1.0182448474053127,1.4693799618745964,5.154039438150552,3.734057284107552,5.342445044840841,6.111864954457387,2.435715031311635,2.8137016494520424,12.666151022276665,15.415364461983774,2.1604312409115574,5.362331740642777,3.6306278832376906,3.972977328526571
2009-07-31,1.0653499775139559,3.213487055615951,3.8988707772810316,5.185243214728568,2.8990265845408727,4.47863777819077,1.1339667780693952,9.749463586057896,10.235382544856211,3.8814619423602377,1.939778682034383,0.5695458665288833,3.911854333728016,4.266518259082393,7.570764288542556,4.857095589075759,3.6060320265904373,1.7779864719523022,18.941265065578875,2.4855520952103345,7.673540204240538,2.2991909381212836,18.25717408176256,3.1052633047262033
2009-08-31,9.345002048079676,7.307050771746422,2.2092603379804547,2.308920418547684,3.452506982586824,3.895201200259819,0.7635002863807758,19.806364425291253,19.31507038567956,15.606182799759143,7.513043303910655,2.9309600644149585,2.109140938795207,1.883020191946252,17.7718639321544,3.412180676240369,3.877871518697665,2.4523067088375075,18.18596446302518,6.513873671361641,6.121094045430489,1.5591435918963268,1.5639790957131507,5.220153757364995
2009-09-30,12.644720421651707,10.572601285635558,0.7249744387551595,2.372773153178174,4.112875385266847,6.846641698563111,1.328881459325327,2.469768211178814,2.6941449458022304,7.06314282392209,7.341865167563246,2.592328323807664,11.493046402070807,6.3073610046242115,4.594549957961061,5.8184883323501255,6.663950780415311,5.5854823839406285,12.176476687881555,9.65438912091399,3.6026225818117417,3.862005699524578,4.61232954630964,6.679288975747371
2009-10-31,22.353063424029127,3.719486526131773,2.339425769018606,6.0827178674396585,3.122727529859399,9.003554543996273,2.9112784060371295,4.043715789040638,1.3387187099388733,4.981394630029937,5.22002162434022,0.7898423115026431,1.9123913699442259,1.0990304173330399,4.0973503656682455,5.241781143596301,10.031446805014925,14.100721423325005,10.755118921441229,5.270182042734211,3.1857956418570526,0.8485960517517113,2.244645319926856,3.639480193933761
2009-11-30,6.372530357566543,8.115001982025674,,5.500822096124424,1.3528766999828985,5.964899777391161,2.6883314677501287,2.113437251027735,7.595516989066499,2.8046211243511725,2.63449471670328,1.1151004137464473,1.4866497824815692,0.8171451371260154,5.842807826090931,2.587080869407014,6.407833569305134,4.2133003829361515,5.5037988672643925,1.6014426124487076,10.11482184265862,,16.160896400543134,5.529717289945317
2009-12-31,3.469450621275342,3.9271841268182737,1.1818893477303192,,,7.463056075928911,4.008207975121998,7.24097632441322,2.4074529812460774,4.943018261601685,4.527714855305463,2.3541585860352017,4.199903805151569,3.589853251290644,4.898426362965713,7.967870739874677,6.507453108912362,10.590193561406858,3.7548559916763655,3.2703227272537676,8.905715826159069,3.2295639300678665,22.332235674477516,4.478139709977622
2010-01-31,2.300172094800475,6.523118888242331,4.145064527038507,0.9829089791731483,7.5549892200158615,3.2835277279902897,0.8365855662861725,2.1175058629878682,8.008057183814515,3.465297769042486,21.18899485785828,7.563254524528343,22.592612778893905,6.451403616538032,7.8499990005106675,8.496523057217086,3.5905086211421904,8.172805677505245,2.0837622974985717,9.426340487414032,3.5291494207709495,7.6629623785215975,4.811907478582415,
2010-02-28,3.991128661352999,15.035114563662903,6.999479987455103,5.216556659321513,9.314790044823912,4.140617714670567,2.4003526569507145,7.931114017944084,3.70011717053118,1.4160287791209702,8.36018741016576,2.5191985213073393,5.720962158436565,9.65298999675444,3.0688169520424444,4.702021101384907,6.301071326010341,,5.651403949052151,3.7822518224974413,,4.98014508680307,2.533421334238835,2.4598068391136723
2010-03-31,4.760587086296043,9.244782942199379,3.8268477523479003,10.292166161143374,3.5023251190765423,3.898690531325421,6.356542532365815,5.937662086923998,6.460118335101129,3.440842683305183,1.752964785365478,3.836619919959423,2.33852274638065,13.24619841774178,5.941774344349154,14.06583809556062,5.754208616485182,5.711547088703686,9.136335901665136,4.5347877548345,3.585349412938462,3.585687867337729,6.77908754508544,6.54408263660284
2010-04-30,6.039515001004686,6.1175053928522996,1.7328316339279453,7.803035274878127,2.4572303574558907,4.639315272065277,4.191222609941485,4.559508676619529,7.2191635122876665,2.280990179273372,4.5003182294494914,3.0174820083729967,6.57051791711263,5.255456909445211,3.412670355956681,3.480244657416491,7.137806655423406,2.672687702867593,5.116262636322597,6.771328009859231,1.937222098955144,4.0711864474048625,1.6363401063865948,1.4654119499775906
2010-05-31,3.2966180994989065,5.661664020214973,2.603418497766751,11.743014908201852,0.7047581688088145,6.824075929796601,7.790139067924524,1.7687867912251176,1.1992637149924956,1.9596805865003097,5.130285855999645,1.3180224537106315,3.224745615726789,5.629100675982168,2.7338643873876745,6.528358100361488,2.2199078992081622,9.265003378555432,3.3226134623560775,3.2713549728526132,1.4514330296132547,0.8167399320318955,5.652190857972131,1.0549414556471444
2010-06-30,1.7042232894843536,4.720577603588275,0.552656356945532,7.8011213141922156,2.7738188650305546,8.16134718087001,0.6177236793116101,3.2397040896157763,4.13973166276441,1.324393456102107,11.116846227877101,0.6649219635914008,7.20142717330752,11.702668449150702,1.769227953920459,21.683448626839215,7.158276213669157,5.701970874930752,2.9551543258243447,3.0066554725274774,0.8483671114303137,1.1947229168395266,7.751082928966381,2.6878584680817337
2010-07-31,5.377920508742121,4.2965279982306885,8.929069410004901,5.362339762417784,16.973041924581235,4.4736938837968845,16.240012159813226,0.9208290644187604,2.550789694238805,1.6382072592854233,8.08099048483312,3.7921746058725283,3.472490297431178,8.529268054253226,8.748093659548493,5.616542968020437,4.727915119705957,4.682765795686594,4.544938008709917,1.2467471950858902,2.6916621332753214,6.0839480727745565,2.548909476644694,1.4326221572854163
2010-08-31,11.829613410628275,4.542417859424583,8.860242245583171,7.588782522851945,1.223457448715426,9.977290542884612,14.05856957214803,4.751360361961331,3.4552546572293665,1.0005012191724418,7.402566548055063,4.295077937255328,9.098266448869975,9.519526430785584,2.9700015403409306,10.462774245235064,2.7059285576573626,12.512058724262761,4.126363700891519,3.274314821023478,5.3087364584928345,4.399104751743799,2.091948686615485,6.838637293855783
2010-09-30,4.002247977745312,2.9279639453593536,6.779417030531077,12.66367841600603,12.844306472451388,4.488762214558181,5.3168823054832615,7.961218017430177,1.2130796308192109,12.61614250934934,3.85461011260915,3.774233933142847,16.954351910427054,7.028246380392436,6.807256981121085,7.847195509043338,7.535573257839165,9.371571953751893,10.614559125160627,8.213186166738211,4.039401865658667,6.966451482227562,0.7922666130496492,2.724823003645638
2010-10-31,3.7645340927237183,1.343480747855702,5.980370085659516,7.313591019771138,3.401961394236142,12.73731739185853,2.6704745329919697,2.1607957341541786,0.8872849820468587,6.8549282975066,2.4105327127157503,0.5802576233972128,19.039743944617076,7.956054750696322,14.77098093462636,10.25183885601724,3.4438682631703754,5.709895902370002,8.607204707786924,14.400510233023017,4.580255424004734,1.9202380921804316,2.3082887804626453,1.2913084622995923
2010-11-30,5.5610056440040285,3.6681078123907533,6.770106237578124,9.74667599010277,3.214711979222245,11.508405087804945,7.803873220232993,5.7134283035597315,,2.79212874121586,5.627621220125838,2.159140714692109,7.960764910068346,5.300991520492682,6.9808702767092266,5.8652919304034885,14.609951225377216,3.404371344555611,10.816211852215313,6.296524259231605,0.966400778663421,8.544540863060915,0.9996218553085596,
2010-12-31,4.161668604711229,4.712393762100696,,23.97781375259452,6.31461431889738,9.707906045184712,6.497810575788314,2.400747387312465,0.5806986996938134,2.0967662174346873,7.250165198772335,0.8963355144385394,5.9522064948597615,14.580790119192626,5.78423778080066,5.954507222423656,11.559628887905884,5.80484827707937,7.3204356503320565,4.4553300851027675,1.4632331760382855,27.510321892364697,0.9191665870143608,1.6573838683544082
